total_eth,ym
8565.737089130746,2022-03-21T00:00:00+00:00
0.16234169109711505,2022-03-28T00:00:00+00:00
0.00013,2022-04-04T00:00:00+00:00
0.001051435754633,2022-04-11T00:00:00+00:00
83584.3823899452,2022-04-18T00:00:00+00:00
25127.52078872389,2022-04-25T00:00:00+00:00
36124.1001845,2022-05-02T00:00:00+00:00
5.69e-05,2022-05-09T00:00:00+00:00
0.0001945,2022-05-16T00:00:00+00:00
0.0001,2022-05-30T00:00:00+00:00
0.000738,2022-07-18T00:00:00+00:00
0.0002409477,2022-09-26T00:00:00+00:00
