total_eth,ym
2.0,2022-03-21T00:00:00+00:00
6250.0,2022-03-28T00:00:00+00:00
16203.74336,2022-04-04T00:00:00+00:00
14872.21432,2022-04-11T00:00:00+00:00
92136.37515,2022-04-18T00:00:00+00:00
44914.3192,2022-04-25T00:00:00+00:00
80735.1914,2022-05-02T00:00:00+00:00
41635.07,2022-05-09T00:00:00+00:00
30110.9,2022-05-16T00:00:00+00:00
