block_time,from,to,total_eth
2022-04-12T05:01:54+00:00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,\xb2369d20e7f0c46270b9f79ab26fc62fada356c7,2941.26
2022-03-29T16:12:11+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T21:39:15+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-31T10:08:14+00:00,\x1e267fa128ac40e99894dbbc0cac669223f75f49,\x098b716b8aaf21512996dc57eb0615e2383e2f96,6.3e-05
2022-03-30T03:25:45+00:00,\xdd28fd615c9cdb516c73a0110de2bc28f1f83cb7,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-05-14T03:38:09+00:00,\xf7b31119c2682c88d88d455dbb9d5932c65cf1be,\x93df2c9c8786242b8fdca3f96b3914b8b4a9f704,4101.12
2022-05-17T07:53:15+00:00,\x3e37627deaa754090fbfbb8bd226c1ce66d255e9,\x9ec8433487939bc432e79fa471a8605610659e41,3003.3
2022-05-22T21:22:36+00:00,\x346e95e6b7d5b266b9fff6d2e7dadef84933bfe5,\xf7b31119c2682c88d88d455dbb9d5932c65cf1be,3.69e-05
2022-03-30T03:38:25+00:00,\xb1b31feef753706f4ed6ae51939d7bc67151bf3b,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-04-03T09:44:46+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T16:47:57+00:00,\x288af93bb8b388563b411f071bc136e9e4a56e51,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T17:47:58+00:00,\x975f6b37456b9b03996f494b430bde71e75429a4,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-05
2022-03-29T16:54:29+00:00,\x0dced7f736a22dfc9b77f265d5bde568879aa0e1,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.008
2022-05-07T04:09:52+00:00,\x35fb6f6db4fb05e6a4ce86f2c93691425626d4b1,\xd98d925685908152f18c32697e0d3894a5c672c0,3021.4
2022-03-31T09:53:09+00:00,\x8a52cff6f5353f730b5926ec83d1cb12335c6f86,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.001
2022-04-20T09:02:14+00:00,\xc3c972f575976dece74cb19cd4d7ec4c55fdf47f,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.001
2022-03-29T16:03:23+00:00,\x6be687a5143ff5220cc5f4b3c6a43468b5331bc1,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.01
2022-03-31T09:52:41+00:00,\x6ac20e85fc2899f7e031e0e2e149e980d563fde5,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.001
2022-03-23T13:49:41+00:00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,\x665660f65e94454a64b96693a67a41d440155617,1.0
2022-03-29T16:45:39+00:00,\x10ef9402ddb1313819a603e4beda6331e48cce1f,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.001314
2022-03-31T09:59:59+00:00,\xec45216ac728374596e484973a7391615fa0eb32,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-04-14T00:56:53+00:00,\x27ec05564ce7104e9006cbaf128341c991024ae5,\x098b716b8aaf21512996dc57eb0615e2383e2f96,4.1435754633e-05
2022-05-07T20:41:38+00:00,\x346e95e6b7d5b266b9fff6d2e7dadef84933bfe5,\x53b6936513e738f44fb50d2b9476730c0ab3bfc1,3.69e-05
2022-04-03T09:45:14+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-30T06:23:03+00:00,\x5206fbc731a7423deee17f60b645b2689dba47ee,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-03-31T14:30:32+00:00,\x71ed9da692ab82fd9d6f3912d68aa48df6419ec7,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-05-09T14:33:16+00:00,\x35fb6f6db4fb05e6a4ce86f2c93691425626d4b1,\xa4ade1e23f0f98524727797b4975b450a4a8775c,3003.3
2022-05-19T14:32:46+00:00,\x08723392ed15743cc38513c4925f5e6be5c17243,\xf945fa5b71cfaa2736b427b7213cff14cc83279c,3582.1
2022-03-29T18:00:26+00:00,\x5a5444f6b5d511f61ff7c3152054d4030f3891ca,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0003
2022-04-09T12:49:39+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-04-16T08:45:23+00:00,\x568f8aa2dcd5a2e989411d163c4ba577e951fb97,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-31T17:38:15+00:00,\x6ae41009c2bfec2601c37a887672959bb77e4aa6,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-05
2022-09-27T15:38:59+00:00,\x63757fe32201b37d005b97812593fc6d228a5ed0,\x3e37627deaa754090fbfbb8bd226c1ce66d255e9,7.77e-05
2022-03-31T10:08:30+00:00,\x5b2eda7af1ab23d0ea668c781bcfd73e1ad3697a,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.005
2022-03-29T16:36:43+00:00,\x4e7a17c87d63ac3a78b718530a3f345c2feaeba2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.00042069
2022-03-30T02:06:15+00:00,\x0ea1b68905ea0f0e2aa1a268af29a05d90330f9c,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-07
2022-03-31T09:53:18+00:00,\x55c2598a2616e6215b757ec9bc0a9c0981c37d83,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-03-29T21:45:06+00:00,\x5a5444f6b5d511f61ff7c3152054d4030f3891ca,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0003
2022-04-15T05:08:03+00:00,\xa1061d3b77b3f72f7c41f43fdc7c177e0029ed74,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-05
2022-03-30T00:25:58+00:00,\xd347381f2dc2f4cf3e290fcff6e4217589dffe78,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.006
2022-03-29T17:34:03+00:00,\x45b6be23893ff103772f6965db945420fba9009b,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-04-22T08:27:49+00:00,\x5a1a006a7a345dfa518c6c185cf5cbf3b5c05160,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T18:14:44+00:00,\x5a5444f6b5d511f61ff7c3152054d4030f3891ca,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0003
2022-05-22T03:59:37+00:00,\xb84b2c205b27d562345f093fb3d1b36ce890d396,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-05
2022-03-29T16:45:01+00:00,\x0f1ccf396563cbc7c1f63eb42c2f853b383160cb,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-05
2022-03-30T02:35:52+00:00,\x00c839ecbded01790d35885a639589e1f75f6318,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-03-29T17:46:03+00:00,\xd60cb6587da02f079991161f6314761784ed350d,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-04-19T08:23:27+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T20:15:46+00:00,\x19bde2d28f54a7d65dd7ca9515a42880577411c1,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.00069
2022-03-28T09:46:49+00:00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,\x9fae13de16d34873246e48b514fc88581751533f,750.0
2022-04-19T11:29:39+00:00,\x40225b91d29e27134bd81ab188fe318314ef0568,\xa0e1c89ef1a489c9c7de96311ed5ce5d32c20e4b,3.69e-05
2022-03-29T16:28:26+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-05-14T09:06:07+00:00,\x3e37627deaa754090fbfbb8bd226c1ce66d255e9,\x4bf2c2956942b2dd40517bce423917311f564d16,3003.3
2022-03-29T17:31:41+00:00,\x5a5444f6b5d511f61ff7c3152054d4030f3891ca,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0003
2022-03-29T16:12:00+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-04-22T08:31:00+00:00,\x4d47d0ae9224b414a7f38c2e73569f65c987f848,\x53b6936513e738f44fb50d2b9476730c0ab3bfc1,1e-07
2022-03-31T10:03:13+00:00,\x610d14a264e2d77a6dec999332addf5d98f6d109,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-03-31T09:57:22+00:00,\x03dfb2340c59972065112ba39e296083257c5f6d,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-04-19T11:34:42+00:00,\x40225b91d29e27134bd81ab188fe318314ef0568,\x3cffd56b47b7b41c56258d9c7731abadc360e073,3.69e-06
2022-03-29T16:55:41+00:00,\x5a5444f6b5d511f61ff7c3152054d4030f3891ca,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0003
2022-04-05T13:22:45+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T16:50:21+00:00,\x8358e0f54179ec00736411244489c60c0c14436b,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.005
2022-03-29T21:41:43+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-04-19T08:28:37+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-30T03:23:58+00:00,\xdd28fd615c9cdb516c73a0110de2bc28f1f83cb7,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-04-22T14:43:15+00:00,\x4d47d0ae9224b414a7f38c2e73569f65c987f848,\x53b6936513e738f44fb50d2b9476730c0ab3bfc1,1e-08
2022-03-29T17:13:34+00:00,\x65142aeb513c3d1e52320e49dd15efcd9216e79c,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-04-27T14:52:43+00:00,\x46d126be6902661d640d5b2bfe8e3a283836299d,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-05
2022-06-01T02:08:52+00:00,\x0db57b22f78227ef59c872fd288eafef7860c46a,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-09-27T15:38:59+00:00,\x63757fe32201b37d005b97812593fc6d228a5ed0,\xf7b31119c2682c88d88d455dbb9d5932c65cf1be,7.777e-05
2022-03-29T16:28:51+00:00,\x1c208fcb9d15e0e04a0a579e0f6121e2057ff7f6,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-04-24T13:10:48+00:00,\x40225b91d29e27134bd81ab188fe318314ef0568,\x35fb6f6db4fb05e6a4ce86f2c93691425626d4b1,3.69e-05
2022-03-30T14:05:13+00:00,\x2869eb22608164a3b5b145ca9d356202dc4d80e8,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-31T09:26:44+00:00,\xb50933b916ff5321aa40d79ef741d399b6d257dc,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-05-11T14:21:20+00:00,\xf7b31119c2682c88d88d455dbb9d5932c65cf1be,\xf5806e5c1c9402dcc87e9adf47bc7bc2f18cf556,3003.3
2022-04-19T08:26:47+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-30T11:20:43+00:00,\xa3899b5f146f9ccbffd3a62a3b771ddf6b508a4e,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.007443924350508
2022-04-19T08:29:39+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-23T14:02:51+00:00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.0
2022-03-29T16:14:03+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-04-09T12:51:34+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-05-03T08:23:28+00:00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,\x3e37627deaa754090fbfbb8bd226c1ce66d255e9,23528.8
2022-05-04T07:32:25+00:00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,\x08723392ed15743cc38513c4925f5e6be5c17243,12595.3
2022-04-09T02:46:54+00:00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,\xbcd78c2d608e7ceb3d25bea30fae8a9d57033868,3102.6215
2022-03-29T16:13:44+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T17:31:41+00:00,\x90af4a35e763f26498f88f03240d2fa3c8b66480,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-06
2022-03-29T02:35:38+00:00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,\x29fc9b71492ec63696cf9cd56e9832a42b0dced0,1250.0
2022-03-31T09:51:09+00:00,\x57c1e26aaf9aea28773714179ec3d2abb1a6961a,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.000104656588525687
2022-04-04T02:53:41+00:00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,\xbc25d57412a04956cdd95af07825c5c1f34d29eb,1000.0
2022-03-29T17:53:38+00:00,\x6bbeb2dcb98696f22041bf54915030b461d8b423,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0042069
2022-03-29T16:51:13+00:00,\x5a5444f6b5d511f61ff7c3152054d4030f3891ca,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0003
2022-04-03T09:47:19+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-30T15:50:52+00:00,\xe421e8c521f7ba853a9f5469ae7fca27d2717a1e,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0052
2022-03-30T03:23:24+00:00,\x3aa48a6dbcae9798a423bbebfc05d8ca8a555232,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-06
2022-03-29T17:00:55+00:00,\x275a223d34676dfb417f3c18385664a8d35c13fa,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-05-04T13:13:51+00:00,\x53b6936513e738f44fb50d2b9476730c0ab3bfc1,\xedb60566f3fd86c2cd9db744d59f019dae0e45a6,6215.9
2022-03-29T16:19:44+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-31T10:04:16+00:00,\xc2b9967463f0b425e4cb8780d9bad0e6fe2ee02a,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.00012
2022-03-29T16:44:05+00:00,\x4e357c673911f3e5315c73fe9e57919ed11ae20e,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.000666
2022-03-31T09:12:15+00:00,\x5a0a3e92fbc8e4f634c507d440cba1fc09d75d14,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-06
2022-04-05T13:22:57+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T16:21:15+00:00,\xeb878adb986458c7ac563f52d8756058280eafa4,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.001
2022-03-30T02:08:09+00:00,\x9be278425e5d5b7b73682e3361b436ef24857701,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-05
2022-04-21T07:48:14+00:00,\xdd28fd615c9cdb516c73a0110de2bc28f1f83cb7,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-06
2022-04-24T08:21:58+00:00,\x34c5b753066d64f3585e4c73e68d5aeb94e3a79b,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-04-07T06:58:24+00:00,\xdd28fd615c9cdb516c73a0110de2bc28f1f83cb7,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-05
2022-03-30T00:13:40+00:00,\x3318f0e2bb4443ac93eee739386988af934333c6,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T16:53:50+00:00,\x45cab89856efb6d2440227f15c8db28cd96ae01f,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-03-29T16:52:18+00:00,\x5a5444f6b5d511f61ff7c3152054d4030f3891ca,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0003
2022-04-20T09:06:53+00:00,\xc3c972f575976dece74cb19cd4d7ec4c55fdf47f,\x098b716b8aaf21512996dc57eb0615e2383e2f96,6.9e-05
2022-03-31T01:10:21+00:00,\x449a426acd1a176d93f2564742c898482cb8f9f7,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.012543275183471514
2022-04-21T07:19:19+00:00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,\x53b6936513e738f44fb50d2b9476730c0ab3bfc1,21629.48215
2022-03-31T09:52:39+00:00,\x3906763e4bfe94b31e27aedf3574e60918a0d031,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.001
2022-04-19T08:28:08+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T19:32:06+00:00,\x53315deb6d95ad7b3863ac97c7ae46e785abac52,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T16:36:47+00:00,\x167ac0c63d76352c8f3682b42bef71c5ef4d0594,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-03-29T17:08:55+00:00,\x5a5444f6b5d511f61ff7c3152054d4030f3891ca,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0003
2022-03-29T18:24:29+00:00,\xf62ac058657ff9a98a94efe43ca9b8ec56652da4,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-04-09T12:52:42+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T21:39:50+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-31T10:40:23+00:00,\x72f87658565ee19a24de75c0bfca747bb5e0a41c,\x098b716b8aaf21512996dc57eb0615e2383e2f96,8e-05
2022-04-26T01:47:47+00:00,\x3cffd56b47b7b41c56258d9c7731abadc360e073,\xb3656c5ed7ef97b4c9097d416df98e2e2a5dd81d,1530.0
2022-04-19T08:25:07+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T16:44:05+00:00,\x1c9ed8a5d936c4bf91fda31e36a24325536bf291,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.001
2022-03-29T22:33:16+00:00,\x1a880b7044331a31b9db025de68dd19f87e41d63,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-05-22T21:59:24+00:00,\x346e95e6b7d5b266b9fff6d2e7dadef84933bfe5,\x08723392ed15743cc38513c4925f5e6be5c17243,3.69e-05
2022-04-12T12:01:18+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T18:24:51+00:00,\xda3ed34f09fbf58f2196d194d51ac165b11bfeac,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0003
2022-03-29T21:40:45+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-30T05:19:19+00:00,\x84dba59c321d0e9888a958280669c873a6b4a881,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-05
2022-04-05T13:21:57+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-05-22T21:26:08+00:00,\x346e95e6b7d5b266b9fff6d2e7dadef84933bfe5,\x3e37627deaa754090fbfbb8bd226c1ce66d255e9,3.69e-05
2022-05-17T03:00:03+00:00,\x3e37627deaa754090fbfbb8bd226c1ce66d255e9,\x24b6694982843b03c75bb25e1fb74167b55b57b6,3003.3
2022-03-31T04:50:22+00:00,\x3d2913dc0ff6707a4cf5172c0d2f5c95470bfb91,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.000128249582324815
2022-04-03T09:46:10+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T17:00:54+00:00,\x5a5444f6b5d511f61ff7c3152054d4030f3891ca,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0003
2022-04-03T09:46:29+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-07-20T21:00:28+00:00,\x346e95e6b7d5b266b9fff6d2e7dadef84933bfe5,\x3cffd56b47b7b41c56258d9c7731abadc360e073,0.000369
2022-05-10T18:48:46+00:00,\x5c61cf2d69623de5bd934455489c2328f814c19d,\x08723392ed15743cc38513c4925f5e6be5c17243,1e-05
2022-03-29T16:44:13+00:00,\xcb5e7168589a5ecdc06e6a83389486768ec605d3,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-04-09T02:52:43+00:00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,\x1361c1e18930483f4aaf91f3a263937e4fcc1f39,3002.985
2022-07-20T20:35:05+00:00,\x346e95e6b7d5b266b9fff6d2e7dadef84933bfe5,\x53b6936513e738f44fb50d2b9476730c0ab3bfc1,0.000369
2022-03-30T06:38:58+00:00,\x1f8d5adb0308aa6d8f1002db5e78dba99bf8d493,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-05-12T13:31:58+00:00,\xf7b31119c2682c88d88d455dbb9d5932c65cf1be,\xbad37a7dfea2aa4fa0198ee4c644632a2d7c91c2,3003.3
2022-03-30T02:08:55+00:00,\x7c0220651dd3fd1f79972e7864ccd32bdcf84eb1,\x098b716b8aaf21512996dc57eb0615e2383e2f96,2.984e-05
2022-04-03T09:47:43+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-31T10:31:53+00:00,\x92647767780057bd115a97692d7e798d39b8d29e,\x098b716b8aaf21512996dc57eb0615e2383e2f96,8e-05
2022-03-29T21:15:59+00:00,\x11eeef750e73d0d6a1df9cce94056c33780825c9,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.001473361621876473
2022-05-07T17:03:58+00:00,\x35fb6f6db4fb05e6a4ce86f2c93691425626d4b1,\x13113ccfe609c081bb9a7f7d69484b96b90b39fc,3012.1
2022-04-09T12:52:17+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-31T17:46:30+00:00,\x6ae41009c2bfec2601c37a887672959bb77e4aa6,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-05-07T20:29:40+00:00,\x346e95e6b7d5b266b9fff6d2e7dadef84933bfe5,\x08723392ed15743cc38513c4925f5e6be5c17243,3.69e-05
2022-03-29T23:33:15+00:00,\x2b2837763ca6b3a7309bb11840788466ecaedb33,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.001337001337001337
2022-05-22T22:05:58+00:00,\x346e95e6b7d5b266b9fff6d2e7dadef84933bfe5,\x35fb6f6db4fb05e6a4ce86f2c93691425626d4b1,3.69e-05
2022-03-29T17:39:44+00:00,\x629b174bc7cbccd97be125c770f7d582a5910353,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-05-06T03:32:31+00:00,\x35fb6f6db4fb05e6a4ce86f2c93691425626d4b1,\x99b6843f8410ee696b7487a5535dd5b0ca32a12d,7009.5
2022-03-31T09:43:26+00:00,\x147695a7b5659b0e276e75174a74ae582cc5d59b,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-04-11T23:41:30+00:00,\xd690758a425ed7b2e3a225c2b40bc65300c67d4f,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-04-03T09:53:23+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T16:57:19+00:00,\x5a5444f6b5d511f61ff7c3152054d4030f3891ca,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0003
2022-03-30T02:12:35+00:00,\x35ef84302cb08df8afa4249ee5ee29925004b92e,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0002048
2022-03-29T17:33:13+00:00,\xe8cc8337dd0e53b3d39a2311526f4da2c0d9e392,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.00147
2022-03-29T16:58:09+00:00,\xc2da66c2d669d981455eec43357ae5cd3d388a01,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0022888
2022-04-19T02:15:29+00:00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,\xa0e1c89ef1a489c9c7de96311ed5ce5d32c20e4b,18256.81
2022-04-22T10:53:32+00:00,\x3cffd56b47b7b41c56258d9c7731abadc360e073,\x8fa7b50fc8306ab3de028254df72bf08216742b6,1528.219
2022-03-30T14:36:37+00:00,\x39569fa30d7fe94028a9e835a3167c9e80d460e0,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-03-29T17:49:23+00:00,\x31faa96ea12584fe3d9bf27a14cdfa7922bb5af9,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-06
2022-03-30T09:47:56+00:00,\xc3b5595d11db926260a5780c55a836f31d4df9cd,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-04-20T09:14:40+00:00,\xc3c972f575976dece74cb19cd4d7ec4c55fdf47f,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.00069
2022-04-27T12:40:34+00:00,\x15b853f23a236023e5b465151d76bfffc831f4f6,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-03-29T20:20:36+00:00,\xbce9f4adfbf6e6ac9b7ddcd759c114433bf2aaf3,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.000726085618297564
2022-03-29T17:50:10+00:00,\xa14429e90bd90e17d2a97c4eac1feefabb88727f,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-05
2022-04-12T00:21:14+00:00,\xd690758a425ed7b2e3a225c2b40bc65300c67d4f,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-05-15T11:06:39+00:00,\x3e37627deaa754090fbfbb8bd226c1ce66d255e9,\x15e270175f4f2347153d4d113b459590888613e7,3003.3
2022-03-30T03:45:35+00:00,\xb1b31feef753706f4ed6ae51939d7bc67151bf3b,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.001
