flagged_address,total_eth
\x5b2b8b9c674e67f718bb54cc62c2a2e13308229c,21.4470644345
\x56f1c9cdf27beefa83700fca284fe1ba08a5546a,21.418307638621588
\x4dd0ef53784030fa675e2677f9cdc2a3e32e956b,21.39316039
\x545f5e5c54d8ac72af1c7de8c070387b73841a24,21.35036747388122
\x839db3994bef8842c0809ab84996ba839fcac11e,21.275347612725632
\x096c39ab4fa36ca74a36fe1f4767ff487762f0aa,21.1374684
\xc0095047d767857bb40cc77ef54569d4124984c3,21.07164864
\xb8ed23977f745865abbc645f09fc07f82cfde421,21.059795827561704
\x1cea7999fdafe5d156952ebf1816e8aa67a5485e,21.0242925
\xe03c6fdd69e268a00cc93fa282fb3ce82afc8b12,21.019361899
\x95c5db5bd9a0260fc457af4f6fc6de7819d9b1a6,20.983503735255777
\x65440e4ce8a9a596a20ec8f910dfc8b1a20c5f7a,20.966034701
\xb9cee6fa32eb4d0c8f30e3cd335b72461bd9126e,20.85038165
\x9b521529d04329c2b0a9f9b7db18ed775c6ca8fc,20.74328980312513
\xc15ffcceb80e34a780a46795dbd126e2d65c4460,20.74144745
\xcba1e79e47dd511b87dcc69b279953543d453fc5,20.715237178580498
\x11775a106157a283873a81e8ec58394b8d568e06,20.70133944
\xa6f2814c0020c38882e82d9bfde7b485a7297a1d,20.672304768
\x5aa31cecf59b98ed7deed6a6fc3e3771c1b11aaa,20.595238353120187
\x9fe0627303fe40f1631231b4dd016d30c13eafc7,20.455154374
\xc4b1a260735fdc817409183db8594baf9f0b0f2f,20.41132057
\xb9b9b6aca1a0cf4ea4eb0ced466d66a62f8eb072,20.322781472878738
\x934f49fcf451a34026e3dfc3f26a1de01b83b509,20.23127553053936
\x2557024c47835506da3acaaf3091565ce6952d28,20.19961166
\xa3c67d993bf73aa4f17ec03f900c865a4326cd7f,20.11209179
\x23667058d0cd398ff8d25e015c86322644c7783d,19.94002575
\x3715b1ed9bbd5e165af97619b5c5e13e39f55504,19.87457046891304
\xf19c11540e012227466a59cade5f7fcf8dc1d1d1,19.838218386233027
\x64c940690a3660e68d93d8c6412d900bdd3e11e5,19.79238846
\x1bbeed1e4ad3c102a58129c65f4e04c4c67009af,19.72439234798093
\xcc3a7e3c3cdcba86761de4fb3311b8add77761f2,19.68691155382844
\x64b212d2fe54db498df6099e5a9afa8298068f89,19.57739641
