total_eth,ym
488.0695214715118,2019-10-07T00:00:00+00:00
0.9990313592543978,2022-08-29T00:00:00+00:00
542.2499089575746,2017-09-11T00:00:00+00:00
40.93985109426372,2019-01-14T00:00:00+00:00
0.0007852,2022-05-16T00:00:00+00:00
1154.886017627143,2017-07-31T00:00:00+00:00
624.265515122,2020-11-23T00:00:00+00:00
859.418953901678,2020-09-28T00:00:00+00:00
9.79122043,2019-01-28T00:00:00+00:00
1.88460952,2021-02-22T00:00:00+00:00
0.0,2022-05-23T00:00:00+00:00
216.56064292527134,2020-12-28T00:00:00+00:00
4.864968006651321,2021-05-10T00:00:00+00:00
595.88062967,2020-11-09T00:00:00+00:00
1.52890563,2021-01-25T00:00:00+00:00
0.0,2021-02-08T00:00:00+00:00
0.7383220854150004,2022-02-07T00:00:00+00:00
64.40690183,2022-01-24T00:00:00+00:00
571.7183792612307,2018-05-14T00:00:00+00:00
0.9594509063979673,2021-12-13T00:00:00+00:00
15.65196202042477,2019-01-21T00:00:00+00:00
0.01462255,2022-05-30T00:00:00+00:00
0.0,2022-07-04T00:00:00+00:00
635.6322936008211,2020-03-30T00:00:00+00:00
2.7230084910641184,2021-11-08T00:00:00+00:00
42.551294131577315,2019-02-04T00:00:00+00:00
1382.3268160178525,2017-07-24T00:00:00+00:00
496.19451657791586,2017-08-21T00:00:00+00:00
2.007412151649604,2021-11-22T00:00:00+00:00
237.79422375557442,2017-09-18T00:00:00+00:00
797.8508226746112,2019-06-10T00:00:00+00:00
3.8401783458697802,2021-10-25T00:00:00+00:00
0.0,2022-03-07T00:00:00+00:00
32.145736462111465,2018-12-31T00:00:00+00:00
372.355595127586,2018-07-16T00:00:00+00:00
147.6672245590314,2018-02-05T00:00:00+00:00
236.89060764488568,2020-06-01T00:00:00+00:00
1.937049024605646,2021-06-21T00:00:00+00:00
4.0103068522,2021-05-24T00:00:00+00:00
411.53234909828655,2019-07-15T00:00:00+00:00
0.0,2022-06-27T00:00:00+00:00
249.56187305776072,2020-03-09T00:00:00+00:00
317.9795426372887,2020-02-24T00:00:00+00:00
571.305800431411,2020-10-12T00:00:00+00:00
184.78488933,2019-12-16T00:00:00+00:00
670.4238042039325,2019-10-21T00:00:00+00:00
68.3438269838965,2019-03-04T00:00:00+00:00
584.3064669670669,2019-04-08T00:00:00+00:00
3295.942326574536,2017-07-10T00:00:00+00:00
5.091447872,2021-05-17T00:00:00+00:00
0.0,2022-04-11T00:00:00+00:00
1611.1276753319628,2019-04-01T00:00:00+00:00
0.0,2022-06-13T00:00:00+00:00
161.83834156405064,2017-12-04T00:00:00+00:00
405.30312996293407,2019-06-24T00:00:00+00:00
480.30825646367356,2017-11-13T00:00:00+00:00
467.911460560617,2020-05-25T00:00:00+00:00
401.36490943147953,2018-07-09T00:00:00+00:00
3.983530086451521,2021-03-22T00:00:00+00:00
841.6636027424893,2018-04-23T00:00:00+00:00
375.1611302199387,2018-06-18T00:00:00+00:00
68.78712233304807,2021-12-27T00:00:00+00:00
156.1744749713582,2020-12-14T00:00:00+00:00
0.15227669439272778,2022-03-14T00:00:00+00:00
329.0560071192406,2019-05-20T00:00:00+00:00
3.97581853040961,2021-11-29T00:00:00+00:00
0.0,2022-07-18T00:00:00+00:00
200.56168608066957,2018-01-01T00:00:00+00:00
0.03378083058596935,2017-05-22T00:00:00+00:00
119.94027826050835,2018-12-17T00:00:00+00:00
601.8864648513944,2018-06-04T00:00:00+00:00
563.5971404538799,2019-06-03T00:00:00+00:00
1.03696861,2021-02-01T00:00:00+00:00
40.46881544934004,2022-01-31T00:00:00+00:00
441.440780418425,2019-09-23T00:00:00+00:00
326.35846102745876,2018-02-19T00:00:00+00:00
2.759820290651673,2021-08-09T00:00:00+00:00
939.3432119713589,2019-05-13T00:00:00+00:00
391.35959729559914,2019-11-25T00:00:00+00:00
156.79542079243802,2020-06-22T00:00:00+00:00
564.7123068721147,2019-09-30T00:00:00+00:00
262.2744106038,2019-11-18T00:00:00+00:00
667.5912782756307,2018-11-05T00:00:00+00:00
2139.9293720043847,2017-08-14T00:00:00+00:00
305.1087314235209,2020-04-27T00:00:00+00:00
28.73050466,2019-02-11T00:00:00+00:00
551.9904428503053,2020-11-30T00:00:00+00:00
3012.103750144452,2019-12-23T00:00:00+00:00
2.701210737348021,2021-07-19T00:00:00+00:00
1086.7576997813594,2020-11-02T00:00:00+00:00
6.04043115144526,2021-04-19T00:00:00+00:00
875.1152721775758,2018-04-30T00:00:00+00:00
652.7465375967239,2018-03-19T00:00:00+00:00
656.9299348998632,2017-11-06T00:00:00+00:00
347.3784580920751,2018-03-12T00:00:00+00:00
231.94698822791585,2019-03-25T00:00:00+00:00
196.9035295781256,2019-03-11T00:00:00+00:00
48.58646769,2020-12-21T00:00:00+00:00
2584.9785696614135,2017-08-07T00:00:00+00:00
291.723977841805,2019-12-09T00:00:00+00:00
589.8145668953717,2019-07-08T00:00:00+00:00
9.280550146716697,2021-10-04T00:00:00+00:00
780.9918132270401,2020-09-14T00:00:00+00:00
6.773591129989769,2021-06-28T00:00:00+00:00
709.1369864310071,2018-04-16T00:00:00+00:00
705.3995708111411,2019-04-15T00:00:00+00:00
587.26392220756,2018-10-08T00:00:00+00:00
777.4542118945488,2020-08-03T00:00:00+00:00
11.640717670222946,2021-03-15T00:00:00+00:00
1936.936416031777,2017-07-03T00:00:00+00:00
758.176497161278,2018-05-07T00:00:00+00:00
502.9254616823266,2020-07-13T00:00:00+00:00
715.4690501101824,2019-08-05T00:00:00+00:00
296.4342231840785,2020-05-18T00:00:00+00:00
835.0437227550321,2018-03-26T00:00:00+00:00
4.873699346,2021-08-02T00:00:00+00:00
11.573132880688854,2019-02-25T00:00:00+00:00
26.19903111806732,2021-12-20T00:00:00+00:00
409.3868028569164,2020-06-29T00:00:00+00:00
9.05459510884812,2021-08-16T00:00:00+00:00
116.63099780253957,2017-10-30T00:00:00+00:00
3.68600066,2021-01-04T00:00:00+00:00
477.00214828,2019-04-29T00:00:00+00:00
663.9086187127411,2020-08-24T00:00:00+00:00
1320.296792374807,2020-08-31T00:00:00+00:00
0.09,2017-05-15T00:00:00+00:00
1.91176343,2021-06-14T00:00:00+00:00
1094.194211984689,2020-10-19T00:00:00+00:00
0.033428936,2021-02-15T00:00:00+00:00
163.08170467298098,2018-12-03T00:00:00+00:00
13.83853136,2021-01-18T00:00:00+00:00
558.3133027640462,2020-09-21T00:00:00+00:00
376.7944295289586,2018-05-21T00:00:00+00:00
0.0,2022-08-01T00:00:00+00:00
459.9014260598171,2018-04-09T00:00:00+00:00
812.016867888403,2018-10-22T00:00:00+00:00
22.051746094470293,2021-03-08T00:00:00+00:00
848.4223230425939,2018-03-05T00:00:00+00:00
581.1280869879719,2019-10-28T00:00:00+00:00
1.8206714540014226,2022-03-21T00:00:00+00:00
2.4678614218556634,2021-11-01T00:00:00+00:00
100.33110884706045,2020-06-15T00:00:00+00:00
1.0765049119671724,2021-03-01T00:00:00+00:00
